BP1795,Lordship Lane,1,51.596633,-0.109218,29
1293,Durham Road,2,51.562084,-0.11091,29
23341,Coleraine Road,2,51.591515,-0.10468,29
9991,Mattison Road,2,51.579999,-0.099343,29
4711,Alexandra Grove,2,51.568545,-0.09894,29
315,Seven Sisters Road / Nags Head,2,51.558569,-0.118254,29
1692,Sandall Road,2,51.545527,-0.133849,29
30743,Wood Green Station,2,51.595787,-0.109137,29
29684,Denmark Street,2,51.514339,-0.129778,29
1289,Chambers Road,2,51.554969,-0.122557,29
1291,Hornsey Road,2,51.559809,-0.115924,29
9993,Endymion Road,2,51.575093,-0.098479,29
34055,Fonthill Road,2,51.562998,-0.108434,29
BP2028,Percy Street,2,51.518955,-0.13276,29
312,Holloway / Nags Head,2,51.557281,-0.120341,29
80011,St Pancras Way,2,51.54317,-0.137148,29
9989,Beresford Road,2,51.584041,-0.100127,29
7823,Leicester Square Station,2,51.510595,-0.12849,29
1283,Murray Street,2,51.54427,-0.135632,29
376,Finsbury Park / Blackstock Road,2,51.565469,-0.103353,29
8348,Warren Street Station,2,51.524095,-0.137653,29
1276,Robert Street,2,51.527376,-0.138715,29
330,Camden Road Station,2,51.541354,-0.138909,29
606,Manor House Station  / Woodberry Grove,2,51.571301,-0.096444,29
751,Brecknock Road,2,51.549426,-0.128526,29
1285,Torriano Avenue,2,51.546742,-0.132199,29
29775,Turnpike Lane Station,2,51.58924,-0.102436,29
1278,Silverdale,2,51.530797,-0.138893,29
1041,St Ann's Road,2,51.581741,-0.099689,29
660,Goodge Street Station,2,51.52114,-0.13502,29
BP4242,Finsbury Park Station,2,51.56376,-0.106613,29
BP3504,Trafalgar Square / Charing Cross Stn,2,51.508256,-0.127318,29
166,Tottenham Court Road Station,2,51.517319,-0.131112,29
4839,Harringay Green Lanes Station,2,51.577149,-0.098812,29
34182,Camden Town Station,2,51.537939,-0.141904,29
14639,Mornington Crescent Station,2,51.534067,-0.139279,29
21,H M Prison Holloway,2,51.553284,-0.124011,29
9982,Wood Green Shopping City,2,51.594098,-0.108168,29
BP833,Rowley Gardens,2,51.572989,-0.097355,29
37643,Cambridge Circus,2,51.512561,-0.128842,29
24180,Camden Town / Camden Road,2,51.540379,-0.140391,29
1280,Camden High Street,2,51.536515,-0.140549,29
1287,Hilldrop Road,2,51.551086,-0.126583,29
805,Falkland Road,2,51.586753,-0.101024,29
675,Hampstead Road / Drummond Street,2,51.525883,-0.13869,29
37317,Tottenham Court Road Station,1,51.516415,-0.131379,25
7724,Queen Mary / University Of London,1,51.522814,-0.040819,25
1937,Woodgrange Road,1,51.546446,0.024406,25
10352,Bank Station  / Poultry,1,51.513739,-0.091436,25
34846,Holles Street,1,51.515836,-0.144778,25
1735,Stepney Green,1,51.520899,-0.051121,25
20628,Holborn Circus / Fetter Lane,1,51.518041,-0.109433,25
1472,Chancery Lane Station,1,51.518307,-0.112001,25
9045,Green Street,1,51.547098,0.031935,25
8558,Bank Station  / Cornhill,1,51.513379,-0.08756,25
FC44,Chapel Road,1,51.557695,0.070262,25
4645,Little Ilford Lane,1,51.555087,0.060551,25
14540,North Circular Road,1,51.556009,0.063852,25
901,Bow Road Station,1,51.527131,-0.025828,25
20674,Mile End Station,1,51.52536,-0.033891,25
14520,Shrewsbury Road,1,51.548363,0.039837,25
8560,Bishopsgate,1,51.513454,-0.084948,25
29844,Museum Street,1,51.517624,-0.124353,25
14510,Margery Park Road,1,51.545828,0.020571,25
2051,Booth Memorial,1,51.520321,-0.054173,25
15783,Great Titchfield St / Oxford Circus Stn,1,51.515673,-0.139005,25
14527,First Avenue,1,51.551879,0.050683,25
902,Bow Church Station,1,51.528095,-0.020567,25
R0868,Hainault Street,1,51.559592,0.075917,25
4894,Water Lane / University Of East London,1,51.542661,0.008634,25
33431,Aldgate East Station,1,51.514853,-0.073186,25
FC60,Redbridge Central Library,1,51.558153,0.07438,25
34246,Stratford Centre,1,51.541964,0.002604,25
8578,St Mary Axe,1,51.513525,-0.082711,25
BP5408,Adler Street,1,51.516483,-0.06901,25
33107,Procter Street,1,51.518341,-0.119121,25
R0757,Ilford Hill,1,51.558159,0.068941,25
2238,Litchfield Avenue,1,51.542366,0.006429,25
8419,Brownlow Street,1,51.518221,-0.114974,25
348,Bow Church,1,51.52894,-0.016854,25
2046,The East London Mosque,1,51.5181,-0.064502,25
35484,St Katharine Cree,1,51.513325,-0.078728,25
BP976,Stratford Bus Station,1,51.540954,-0.001954,25
BP5307,Stratford Bus Station,1,51.540883,-0.002577,25
14522,Woodgrange Park Station,1,51.549118,0.042944,25
BP5575,St Paul's Station,1,51.514427,-0.095602,25
1740,Katherine Road,1,51.547772,0.036609,25
2068,Warton Road,1,51.534656,-0.006526,25
944,Royal London Hospital / Whitechapel Stn,1,51.519483,-0.058447,25
1577,Atherton Leisure Centre,1,51.544428,0.015216,25
1157,City Thameslink Station,1,51.516897,-0.1037,25
2018,Holborn Circus,1,51.517601,-0.106064,25
8586,King Edward Street,1,51.515728,-0.099814,25
4644,High Street North,1,51.550419,0.046738,25
BP5998,Aldgate Station,1,51.514311,-0.074722,25
14456,New Oxford Street,1,51.516826,-0.127831,25
2058,Coborn Road,1,51.526396,-0.029175,25
14531,Seventh Avenue,1,51.553635,0.055681,25
4825,Regents Canal,1,51.524352,-0.037062,25
14529,Rabbits Road,1,51.552621,0.052981,25
2070,Stratford High St Stn  / Carpenters Road,1,51.536891,-0.003631,25
R0674,Bancroft Road / Ocean Estate,1,51.522306,-0.043796,25
4828,Stepney Green Station,1,51.521766,-0.046962,25
900,Bow Road Station,2,51.527352,-0.024001,25
8559,Bank Station  / Cornhill,2,51.513274,-0.087723,25
943,Whitechapel Station  / Royal London Hosp,2,51.518913,-0.060402,25
BP3442,St Paul's Station,2,51.515256,-0.098479,25
4876,Woodgrange Road,2,51.546538,0.026848,25
29981,Bow Church,2,51.528451,-0.017134,25
8577,St Mary Axe,2,51.513425,-0.082672,25
7725,Queen Mary / University Of London,2,51.523164,-0.039175,25
33924,Great Titchfield St / Oxford Circus Stn,2,51.515471,-0.139893,25
976,Wardour Street,2,51.51593,-0.135377,25
8556,Bread Street,2,51.514193,-0.095021,25
25096,Bow Church Station,2,51.527949,-0.020443,25
3013,Little Ilford Lane,2,51.554524,0.059371,25
4897,Warton Road,2,51.535856,-0.004642,25
14581,Green Street,2,51.546811,0.030321,25
R0330,Whitechapel Station,2,51.519264,-0.058773,25
14528,First Avenue,2,51.551974,0.051394,25
1473,Brownlow Street,2,51.518093,-0.114879,25
14535,Dersingham Avenue,2,51.555378,0.061919,25
1736,Stepney Green,2,51.520864,-0.050589,25
R0325,Shrewsbury Road,2,51.548161,0.03954,25
2050,Booth Memorial,2,51.520366,-0.053104,25
BP3460,Redbridge Central Library,2,51.557853,0.074078,25
371,Old Town Hall,2,51.54053,0.001272,25
2043,Adler Street,2,51.517342,-0.066537,25
8590,Poultry / Bank Station,2,51.513593,-0.09127,25
FC41,Hainault Street,2,51.559431,0.075852,25
14515,Sprowston Road,2,51.546156,0.02298,25
8019,Stratford Centre,2,51.541234,0.002702,25
1057,Holborn Station,2,51.517674,-0.118456,25
8420,Chancery Lane Station,2,51.518185,-0.112223,25
1578,Atherton Leisure Centre,2,51.543957,0.013797,25
33683,Aldgate Station,2,51.514132,-0.074745,25
2067,Abbey Lane,2,51.533786,-0.007242,25
2019,Holborn Circus / Fetter Lane,2,51.517751,-0.108695,25
1156,City Thameslink Station,2,51.516479,-0.102881,25
2045,The East London Mosque,2,51.517854,-0.064858,25
4896,Water Lane / University Of East London,2,51.542873,0.009927,25
947,Stepney Green Station,2,51.521705,-0.046589,25
4826,Mile End Station,2,51.525365,-0.033098,25
2059,Coborn Road,2,51.526061,-0.029536,25
1739,Katherine Road,2,51.54741,0.035194,25
14530,Rabbits Road,2,51.553046,0.054414,25
14523,Woodgrange Park Station,2,51.549452,0.044444,25
BP5244,Aldgate East Station,2,51.514647,-0.073253,25
8571,Holborn Circus,2,51.517536,-0.106499,25
BP5294,New Oxford Street / High Holborn,2,51.517207,-0.123592,25
BP4269,Holles Street,2,51.515329,-0.144554,25
2952,Ocean Estate,2,51.522293,-0.042456,25
945,Sidney Street,2,51.519944,-0.055342,25
35030,Tottenham Court Road Station,2,51.516686,-0.128096,25
8579,St Katharine Cree,2,51.513261,-0.079192,25
20760,Stratford High St / Carpenters Road,2,51.53734,-0.002588,25
37219,Ilford Broadway,2,51.558397,0.070712,25
BP1379,Chapel Road,2,51.557304,0.067965,25
BP2895,Regents Canal,2,51.524327,-0.03666,25
4643,High Street North,2,51.551122,0.048702,25
14511,Margery Park Road,2,51.545435,0.019386,25
165,Oxford Street / Soho Street,2,51.516231,-0.132251,25
1045,Sadler's Wells Theatre,1,51.529119,-0.106018,38
308,Graham Road / Hackney Central,1,51.546542,-0.056819,38
2632,Northchurch Road,1,51.543507,-0.090493,38
988,Green Park / Constitution Hill,1,51.503995,-0.147767,38
2622,Clerkenwell Road,1,51.522806,-0.111585,38
BP5486,Museum Street,1,51.517412,-0.124578,38
34716,Piccadilly Circus,1,51.509154,-0.136245,38
14920,Essex Road Station,1,51.541079,-0.094907,38
616,Mount Pleasant,1,51.525368,-0.110412,38
2636,Essex Road / Marquess Road,1,51.545583,-0.087652,38
1802,Finsbury Town Hall,1,51.527111,-0.108048,38
29245,Millfields Road,1,51.555138,-0.054563,38
791,Islington Green,1,51.535772,-0.103132,38
320,Dalston Junction,1,51.546179,-0.074603,38
BP5485,Bloomsbury Way,1,51.518626,-0.121718,38
297,St John Street / Goswell Road,1,51.531006,-0.105911,38
BP5484,Royal Oak Road,1,51.546109,-0.061611,38
BP5172,Cambridge Circus,1,51.513653,-0.128509,38
2640,Balls Pond Road / Burder Road,1,51.546133,-0.07785,38
793,Cross Street,1,51.538246,-0.099308,38
14682,Red Lion Street,1,51.520127,-0.118341,38
15192,Green Park Station,1,51.506677,-0.142816,38
34,Victoria Bus Station,1,51.496114,-0.143591,38
1115,Greenwood Road,1,51.545797,-0.064523,38
36857,Hyde Park Corner,1,51.502089,-0.150654,38
BP3203,Hackney Baths,1,51.550738,-0.05227,38
36602,Angel Station,1,51.533562,-0.105458,38
R0078,Gray's Inn Road,1,51.521245,-0.114042,38
33477,Bressenden Place,1,51.497366,-0.144246,38
782,Stannard Road,1,51.546152,-0.068604,38
2626,Packington Street,1,51.536845,-0.101054,38
2271,Clapton Square,1,51.549921,-0.054007,38
905,Essex Road / Newington Green Road,1,51.546504,-0.086214,38
34717,Old Bond Street / Royal Academy,1,51.508074,-0.139589,38
1054,Dean Street / Chinatown,1,51.512351,-0.130911,38
913,Southgate Road,1,51.546506,-0.083041,38
BP4921,Hackney Central Station,1,51.547484,-0.055625,38
BP5529,Pembury Circus,1,51.549475,-0.058555,38
37229,Trocadero / Haymarket,1,51.511194,-0.133366,38
27945,Wilton Street,1,51.499284,-0.147843,38
2269,Clapton Girls' Academy,1,51.553216,-0.053102,38
1011,Clapton Pond,1,51.556801,-0.055661,38
989,Old Park Lane / Hard Rock Cafe,2,51.504277,-0.148,38
33447,Grosvenor Gardens,2,51.496939,-0.145719,38
2270,Hackney Baths,2,51.550857,-0.052409,38
1046,Sadler's Wells Theatre,2,51.529202,-0.106144,38
2638,Mildmay Park / Southgate Road,2,51.546654,-0.084391,38
4900,Hyde Park Corner,2,51.501348,-0.151015,38
99,Green Park Station,2,51.507014,-0.142529,38
2637,Ockendon Road,2,51.54454,-0.089268,38
14237,Hardwick Street,2,51.527706,-0.107561,38
792,Cross Street,2,51.539105,-0.098494,38
33093,Red Lion Street,2,51.520164,-0.11893,38
2627,Packington Street,2,51.537624,-0.100286,38
2272,Mare Street / Narrow Way,2,51.549576,-0.055406,38
BP882,Tottenham Court Road Station,2,51.516761,-0.128295,38
7851,Gerrard Place / Chinatown,2,51.512684,-0.130364,38
192,Lea Bridge Roundabout,2,51.557247,-0.055945,38
161,Trocadero / Haymarket,2,51.510604,-0.134154,38
1017,St John Street / Goswell Road,2,51.531416,-0.106254,38
26591,Essex Road Station,2,51.540051,-0.096926,38
790,Islington Green,2,51.536219,-0.102406,38
982,Bloomsbury Square,2,51.518613,-0.122064,38
2633,Northchurch Road,2,51.542484,-0.092224,38
930,Glenarm Road,2,51.551879,-0.052192,38
4716,Angel Station,2,51.533959,-0.105557,38
20684,Mount Pleasant,2,51.524023,-0.111217,38
305,Hackney Central Station,2,51.547881,-0.056762,38
129,Amhurst Road / Hackney Downs Station,2,51.548654,-0.058388,38
14219,Dalston Lane / Dalston Junction Station,2,51.546299,-0.073689,38
2268,Clapton Girls' Academy,2,51.553683,-0.053644,38
1801,Tysoe Street,2,51.526236,-0.109598,38
20997,Hackney Central/ Mare Street,2,51.546695,-0.055774,38
2648,Royal Oak Road,2,51.54642,-0.060329,38
197,Rosebery Avenue,2,51.523041,-0.111661,38
1114,Greenwood Road,2,51.545859,-0.063929,38
64,Clapton Pond,2,51.555641,-0.05509,38
13506,Kingsland High Street,2,51.54616,-0.076191,38
783,Stannard Road,2,51.546148,-0.067797,38
2639,Culford Road,2,51.546493,-0.081123,38
36947,Old Bond Street / Royal Academy,2,51.5084,-0.139172,38
37122,Piccadilly Circus,2,51.509292,-0.136412,38
200,Gray's Inn Road,2,51.521311,-0.114227,38
7982,Wilton Street,2,51.49938,-0.148256,38
